"PCORRES"	"Lower_Limit"	"Upper_Limit"
"345"	986.6655553	5	100
"346"	831.9392084	5	100
"347"	868.471766	5	100
"348"	907.617844	5	500
"349"	917.5637817	5	500
"350"	900.0031945	5	100
"351"	251.8503345	5	100
"352"	176.3899702	5	100
"353"	329.0712636	5	100
"354"	956.4932571	5	100
"355"	728.3715827	5	500
"356"	404.7283756	5	100
"357"	842.0959732	5	100
"358"	670.8444797	5	100
"359"	738.6261545	5	500
"360"	733.8512639	5	100
"361"	605.5607634	5	100
"362"	389.6010033	5	100
"363"	912.5589452	5	500
"364"	855.8340312	5	100
"365"	691.0867422	5	100
"366"	113.2524499	5	100
"367"	904.8446775	5	100
"368"	336.2269768	5	100
"369"	590.228356	5	100
"370"	127.6295158	5	100
"371"	947.6728067	5	500
"372"	797.0399704	5	500
"373"	806.2823782	5	500
"374"	141.4811948	5	100
"375"	627.161837	5	100
"376"	593.6019778	5	100
"377"	947.3480279	5	100
"378"	616.0331404	5	500
"379"	854.806102	5	500
"380"	287.4365659	5	100
"381"	275.0356361	5	100
"382"	323.2388925	5	100
"383"	792.0335508	5	100
"384"	615.1431597	5	100
"385"	321.3031232	5	100
"386"	827.7155149	5	100
"387"	224.8167669	5	100
"388"	807.1022835	5	500
"389"	692.8301364	5	500
"390"	307.9025933	5	100
"391"	147.8608895	5	100
"392"	283.0095986	5	100
"393"	652.5001367	5	100
"394"	861.1826924	5	100
"395"	155.4532172	5	100
"396"	123.1551449	5	100
"397"	147.9267441	5	100
"398"	373.5543342	5	100
"399"	529.6625613	5	100
"400"	295.1531017	5	100
"401"	660.2418209	5	100
"402"	420.0467408	5	100
"403"	613.5876423	5	100
"404"	569.3921496	5	500
"405"	993.4593473	5	500
"406"	348.6945197	5	100
"407"	445.6455958	5	100
"408"	749.0472776	5	100
"409"	798.5544691	5	500
"410"	612.5971221	5	500
"411"	890.8307088	5	500
"412"	477.834369	5	100
"413"	977.0148473	5	500
"414"	562.8442363	5	100
"415"	922.2288091	5	100
"416"	737.6083069	5	100
"417"	503.5102126	5	500
"418"	833.0916467	5	500
"419"	422.3420287	5	100
"420"	369.5643688	5	100
"421"	906.2233638	5	500
"422"	953.6302475	5	500
"423"	296.4076558	5	100
"424"	986.7436583	5	100
"425"	413.5371648	5	100
"426"	447.3956654	5	100
"427"	387.4810525	5	100
"428"	948.5099966	5	100
"429"	954.8264493	5	500
"430"	956.7782743	5	500
"431"	175.7458817	5	100
"432"	561.1864619	5	100
"433"	434.361219	5	100
"434"	592.8515881	5	100
"435"	629.4225255	5	100
"436"	365.6022291	5	100
"437"	388.21231	5	100
"438"	287.1021355	5	100
"439"	440.0777738	5	100
"440"	400.3449205	5	100
"441"	885.1433157	5	100
"442"	955.287987	5	500
"443"	831.3549719	5	500
"444"	862.5420017	5	100
"445"	735.1964995	5	100
"446"	938.4568714	5	100
"447"	504.8303777	5	100
"448"	779.7530193	5	500
"449"	582.5576253	5	100
"450"	344.2595379	5	100
"451"	558.3894454	5	100
"452"	250.9039775	5	100
"453"	357.2312142	5	100
"454"	265.8456109	5	100
"455"	488.5180869	5	100
"456"	790.2312691	5	100
"457"	448.2003956	5	100
"458"	598.7925421	5	100
"459"	926.6971648	5	100
"460"	645.6426095	5	100
"461"	535.9536924	5	500
"462"	552.3765559	5	500
"463"	117.3702554	5	100
"464"	887.5437659	5	100
"465"	565.2542092	5	100
"466"	124.2537172	5	100
"467"	755.4248194	5	500
"468"	928.6520087	5	100
"469"	936.9087701	5	500
"470"	600.6594763	5	100
"471"	852.6595123	5	100
"472"	257.1211678	5	100
"473"	537.8459111	5	100
"474"	810.7544222	5	100
"475"	632.4820919	5	100
"476"	984.7849874	5	100
"477"	179.0343923	5	100
"478"	743.538566	5	100
"479"	709.7796027	5	100
"480"	725.8695477	5	500
"481"	571.7499116	5	500
"482"	346.5633284	5	100
"483"	898.4215223	5	500
"484"	409.0060376	5	100
"485"	259.2824284	5	100
"486"	893.5021874	5	500
"487"	882.8664806	5	100
"488"	266.1721737	5	100
"489"	511.7991339	5	100
"490"	148.8309608	5	100
"491"	356.9469879	5	100
"492"	563.5697341	5	100
"493"	831.4274974	5	100
"494"	926.8998377	5	100
"495"	396.8400235	5	100
"496"	774.1501234	5	100
"497"	646.7670119	5	500
"498"	894.9705944	5	500
"499"	707.8453604	5	100
"500"	215.8195296	5	100
"501"	661.1709749	5	100
"502"	113.2556543	5	100
"503"	117.6041392	5	100
"504"	413.4860827	5	100
"505"	178.5761667	5	100
"506"	214.0661122	5	100
"507"	799.0512292	5	500
"508"	804.8874398	5	500
"509"	527.8453639	5	100
"510"	942.3744148	5	100
"511"	546.4873753	5	100
"512"	792.1398631	5	100
"513"	282.74524	5	100
"514"	318.4724879	5	100
"515"	518.6624146	5	100
"516"	755.2556207	5	100
"517"	912.1040253	5	100
"518"	184.4965618	5	100
"519"	4.654069483	5	100
"520"	351.0640864	5	100
"521"	956.5060067	5	100
"522"	425.8077365	5	100
"523"	288.7910025	5	100
"524"	952.647589	5	100
"525"	968.4182736	5	100
"526"	491.0551186	5	100
"527"	726.5744094	5	500
"528"	686.0148341	5	500
"529"	904.0268542	5	100
"530"	404.2313513	5	100
"531"	406.8395185	5	100
"532"	517.3930849	5	100
"533"	454.3000859	5	100
"534"	170.7066416	5	100
"535"	146.8329033	5	100
"536"	516.3264016	5	100
"537"	168.4074553	5	100
"538"	326.1608775	5	100
"539"	693.5922501	5	100
"540"	828.1166962	5	500
"541"	507.0018753	5	500
"542"	261.7460116	5	100
"543"	362.2062062	5	100
"544"	469.292174	5	100
"545"	958.8939075	5	100
"546"	388.0348376	5	100
"547"	882.853431	5	100
"548"	802.5178627	5	100
"549"	826.6835243	5	500
"550"	709.7018213	5	500
"551"	539.1434531	5	500
"552"	835.4955428	5	100
"553"	423.7692284	5	100
"554"	183.2180577	5	100
"555"	996.4691105	5	100
"556"	921.3134847	5	100
"557"	259.0855307	5	100
"558"	982.5232689	5	100
"559"	349.427118	5	100
"560"	361.0443446	5	100
"561"	896.9866875	5	100
"562"	763.9575883	5	500
"563"	594.9548412	5	500
"564"	776.2494736	5	500
"565"	611.5700875	5	100
"566"	190.2164764	5	100
"567"	796.3255266	5	100
"568"	993.7437675	5	100
"569"	345.1205409	5	100
"570"	347.4270308	5	100
"571"	883.0908296	5	100
"572"	290.6373451	5	100
"573"	643.4910384	5	100
"574"	184.1453375	5	100
"575"	163.9318216	5	100
"576"	671.4935587	5	100
"577"	169.8706984	5	100
"578"	877.8758642	5	500
"579"	638.8924505	5	100
"580"	320.7272139	5	100
"581"	468.7353689	5	100
"582"	909.8755504	5	500
"583"	860.8428923	5	500
"584"	538.52183	5	500
"585"	474.7122914	5	100
"586"	768.8329738	5	100
"587"	291.1419091	5	100
"588"	836.9084778	5	100
"589"	863.5521869	5	100
"590"	306.2953918	5	100
"591"	390.1974602	5	100
"592"	764.1692364	5	100
"593"	949.7333196	5	100
"594"	189.6505464	5	100
"595"	427.5712383	5	100
"596"	727.6940521	5	100
"597"	723.4504471	5	500
"598"	592.3329748	5	500
"599"	674.025169	5	100
"600"	307.7983011	5	100
"601"	798.7556343	5	100
"602"	842.53741	5	100
"603"	506.3856319	5	100
"604"	530.4972358	5	100
"605"	274.8190443	5	100
"606"	965.3264623	5	500
"607"	521.0467962	5	500
"608"	151.8089556	5	100
"609"	506.3229548	5	100
"610"	310.4109049	5	100
"611"	594.4928153	5	100
"612"	227.3165392	5	100
"613"	143.1583964	5	100
"614"	885.0597331	5	100
"615"	112.3021193	5	100
"616"	681.0648082	5	500
"617"	787.7249641	5	100
"618"	730.2899066	5	100
"619"	596.3707866	5	100
"620"	723.9356518	5	500
"621"	603.9090247	5	100
"622"	179.2210668	5	100
"623"	847.5440167	5	100
"624"	719.3797423	5	100
"625"	644.3121166	5	100
"626"	687.2670638	5	100
"627"	340.7040243	5	100
"628"	383.3018734	5	100
"629"	301.173991	5	100
"630"	468.5512513	5	100
"631"	780.6038405	5	500
"632"	658.8266077	5	500
"633"	479.6405054	5	100
"634"	425.2665465	5	100
"635"	930.6290343	5	500
"636"	942.3476919	5	100
"637"	564.7616064	5	100
"638"	345.7034049	5	100
"639"	929.4167933	5	100
"640"	173.7142533	5	100
"641"	841.1352614	5	100
"642"	459.2952068	5	100
"643"	560.505546	5	500
"644"	997.1494006	5	500
"645"	736.6083307	5	100
"646"	903.5680994	5	100
"647"	715.063323	5	500
"648"	882.8451678	5	500
"649"	958.5883796	5	500
"650"	628.0641854	5	100
"651"	101.4272466	5	100
"652"	209.9213558	5	100
"653"	194.5978277	5	100
"654"	518.5836784	5	500
"655"	928.695002	5	500
"656"	581.6472129	5	500
"657"	101.5445823	5	100
"658"	812.4153573	5	100
"659"	194.6877599	5	100
"660"	269.6622883	5	100
"661"	898.4121308	5	500
"662"	724.0035948	5	500
"663"	735.4620924	5	100
"664"	526.9686896	5	100
"665"	251.688593	5	100
"666"	616.3638623	5	100
"667"	540.6492072	5	100
"668"	281.8428977	5	100
"669"	514.9067202	5	100
"670"	140.6030916	5	100
"671"	620.7398452	5	500
"672"	118.8857905	5	100
"673"	778.0124573	5	100
"674"	737.9515772	5	100
"675"	643.8665268	5	100
"676"	572.2418521	5	100
"677"	944.6243914	5	100
"678"	671.4788047	5	500
"679"	916.6295738	5	500
"680"	146.7762587	5	100
"681"	998.8306907	5	100
"682"	825.7356716	5	500
"683"	975.5782508	5	500
"684"	308.2964012	5	100
"685"	668.3773732	5	100
"686"	884.7904548	5	100
"687"	557.9229237	5	100
"688"	470.0585182	5	100
"689"	816.464382	5	500
"690"	761.890887	5	500
"691"	765.5075258	5	100
"692"	853.6034321	5	100
"693"	281.0376526	5	100
"694"	799.8776412	5	100
"695"	577.5491487	5	500
"696"	986.6411842	5	500
"697"	659.9273475	5	100
"698"	342.473897	5	100
"699"	145.9201659	5	100
"700"	422.8581089	5	100
"701"	145.5940753	5	100
"702"	880.378813	5	100
"703"	331.1116742	5	100
"704"	594.1984792	5	100
"705"	990.2028155	5	100
"706"	260.4516805	5	100
"707"	111.2594563	5	100
"708"	946.4360194	5	500
"709"	310.1984069	5	100
"710"	861.1897591	5	100
"711"	824.9927188	5	100
"712"	614.777179	5	100
"713"	263.947496	5	100
"714"	239.9873692	5	100
"715"	928.6234605	5	100
"716"	744.5026931	5	100
"717"	852.4661906	5	100
"718"	447.6481022	5	100
"719"	576.6815441	5	100
"720"	933.9540752	5	500
"721"	902.197702	5	100
"722"	761.8034796	5	100
"723"	978.8056167	5	100
"724"	475.1696645	5	100
"725"	841.8217125	5	100
"726"	403.8105708	5	100
"727"	964.1225544	5	100
"728"	301.320654	5	100
"729"	866.7376016	5	100
"730"	701.8060134	5	100
"731"	473.979907	5	100
"732"	348.0393903	5	100
"733"	736.098233	5	500
"734"	266.4159531	5	100
"735"	814.0128154	5	100
"736"	325.4432541	5	100
"737"	358.2107845	5	100
"738"	816.9627982	5	100
"739"	304.2090035	5	100
"740"	653.2370644	5	500
"741"	983.7318192	5	100
"742"	427.4634879	5	100
"743"	816.4899397	5	100
"744"	135.2211235	5	100
"745"	827.6376135	5	100
"746"	781.1358215	5	100
"747"	443.2466915	5	100
"748"	745.2495384	5	100
"749"	962.9816388	5	100
"750"	263.4589175	5	100
"751"	602.1548169	5	100
"752"	246.9543742	5	100
"753"	538.5948676	5	100
"754"	274.1264311	5	100
"755"	128.3343186	5	100
"756"	971.4112334	5	500
"757"	703.7640913	5	100
"758"	715.6618828	5	100
"759"	521.3559978	5	100
"760"	967.9299706	5	500
"761"	496.6206607	5	100
"762"	894.0171101	5	100
"763"	826.5129783	5	100
"764"	961.0750751	5	100
"765"	772.1608668	5	100
"766"	743.5047123	5	100
"767"	578.5755593	5	100
"768"	706.1766497	5	100
"769"	890.9430283	5	500
"770"	609.6759645	5	500
"771"	551.511373	5	500
"772"	469.994508	5	100
"773"	196.5236426	5	100
"774"	974.8244817	5	100
"775"	743.2529451	5	100
"776"	712.8564672	5	500
"777"	909.7618113	5	500
"778"	871.573368	5	500
"779"	399.8940787	5	100
"780"	843.8408119	5	100
"781"	658.2189904	5	100
"782"	502.483429	5	100
"783"	857.7998668	5	100
"784"	994.9131747	5	500
"785"	868.4104911	5	500
"786"	502.4937117	5	100
"787"	945.4643696	5	100
"788"	810.1659568	5	100
"789"	799.183228	5	500
"790"	918.9544653	5	500
"791"	125.1360893	5	100
"792"	480.0278188	5	100
"793"	828.5231981	5	100
"794"	121.5898554	5	100
"795"	719.8341606	5	500
"796"	168.581155	5	100
"797"	371.9863728	5	100
"798"	481.8668896	5	100
"799"	713.4168888	5	500
"800"	729.5901949	5	500
"801"	277.7401681	5	100
"802"	615.2753027	5	100
"803"	152.8293064	5	100
"804"	942.4866061	5	500
"805"	918.6669408	5	500
"806"	827.0726834	5	100
"807"	291.6332848	5	100
"808"	673.7225837	5	100
"809"	177.102111	5	100
"810"	836.7312289	5	100
"811"	924.2834669	5	100
"812"	184.844715	5	100
"813"	648.2978573	5	100
"814"	878.5260567	5	100
"815"	884.8805367	5	100
"816"	496.6489657	5	100
"817"	405.1302699	5	100
"818"	959.2517108	5	100
"819"	738.5155813	5	500
"820"	576.9876503	5	500
"821"	134.1302251	5	100
"822"	960.5583873	5	100
"823"	972.5179203	5	500
"824"	937.5657049	5	100
"825"	743.0842121	5	100
"826"	877.4140123	5	100
"827"	280.6935431	5	100
"828"	604.5155349	5	100
"829"	949.1211301	5	100
"830"	218.3889525	5	100
"831"	214.309668	5	100
"832"	373.7065755	5	100
"833"	910.0856261	5	100
"834"	437.4757654	5	100
"835"	747.0110584	5	500
"836"	845.5474308	5	500
"837"	514.3423231	5	100
"838"	672.0318742	5	100
"839"	216.9355771	5	100
"840"	778.9449747	5	100
"841"	147.3209516	5	100
"842"	648.7165709	5	500
"843"	730.0501416	5	500
"844"	930.8020953	5	100
"845"	511.7274909	5	100
"846"	861.9289837	5	100
"847"	955.9179107	5	100
"848"	645.3437084	5	100
"849"	657.9318272	5	100
"850"	509.1864501	5	100
"851"	460.3694422	5	100
"852"	252.3682448	5	100
"853"	275.2533773	5	100
"854"	689.2652026	5	100
"855"	507.4313957	5	500
"856"	345.0718059	5	100
"857"	822.7621862	5	100
"858"	943.2137044	5	100
"859"	936.6725141	5	100
"860"	957.645538	5	100
"861"	422.1102926	5	100
"862"	702.5566794	5	500
"863"	755.512159	5	500
"864"	913.7732131	5	100
"865"	896.3911132	5	100
"866"	316.655623	5	100
"867"	690.7540433	5	500
"868"	630.558638	5	100
"869"	851.7568644	5	100
"870"	533.526156	5	100
"871"	604.8810634	5	100
"872"	689.9391542	5	500
"873"	680.7241394	5	500
"874"	264.1614687	5	100
"875"	665.9684822	5	100
"876"	677.8178449	5	100
"877"	778.7564551	5	100
"878"	347.4169251	5	100
"879"	346.8521603	5	100
"880"	556.5396161	5	100
"881"	280.8652957	5	100
"882"	606.4032339	5	100
"883"	794.8455179	5	100
"884"	512.1168366	5	500
"885"	888.3627867	5	100
"886"	627.1461923	5	100
"887"	865.0143419	5	100
"888"	124.328396	5	100
"889"	389.6408182	5	100
"890"	563.8867318	5	100
"891"	419.8253849	5	100
"892"	541.6054566	5	100
"893"	182.732308	5	100
"894"	799.3107713	5	100
"895"	164.7509836	5	100
"896"	366.9322889	5	100
"897"	534.3902225	5	100
"898"	674.8290527	5	100
"899"	523.3845446	5	500
"900"	743.4964463	5	100
"901"	824.0720189	5	100
"902"	693.3751377	5	100
"903"	294.1423174	5	100
"904"	771.765555	5	100
"905"	828.4601019	5	500
"906"	611.6703003	5	500
"907"	957.7125599	5	100
"908"	571.5356859	5	500
"909"	699.8678574	5	500
"910"	582.5298928	5	500
"911"	795.2324633	5	100
"912"	185.6233512	5	100
"913"	304.4680321	5	100
"914"	444.6229263	5	100
"915"	288.1761475	5	100
"916"	263.0130881	5	100
"917"	846.5638825	5	500
"918"	292.7824763	5	100
"919"	272.8369975	5	100
"920"	582.9688204	5	100
"921"	799.9666702	5	100
"922"	916.7289875	5	100
"923"	710.128418	5	500
"924"	622.3215263	5	100
"925"	959.0180314	5	500
"926"	881.1416797	5	500
"927"	197.361361	5	100
"928"	126.8540305	5	100
"929"	942.4094829	5	100
"930"	787.0547852	5	100
"931"	527.0070398	5	100
"932"	262.2600068	5	100
"933"	567.9348977	5	100
"934"	324.9896987	5	100
"935"	108.1821833	5	100
"936"	205.1643365	5	100
"937"	743.8148835	5	100
"938"	381.2958022	5	100
"939"	905.6812086	5	100
"940"	674.3595134	5	100
"941"	422.9373767	5	100
"942"	447.0217987	5	100
"943"	395.950205	5	100
"944"	742.694674	5	100
"945"	161.8248632	5	100
"946"	857.8492729	5	100
"947"	925.227939	5	500
"948"	787.8545952	5	100
"949"	412.989476	5	100
"950"	777.8193645	5	100
"951"	697.5781771	5	100
"952"	136.8952554	5	100
"953"	387.5046428	5	100
"954"	679.0575798	5	100
"955"	108.9842216	5	100
"956"	631.4911567	5	100
"957"	697.3786996	5	100
"958"	783.3383328	5	100
"959"	100.3947056	5	100
"960"	269.7920548	5	100
"961"	889.9188616	5	100
"962"	564.8222616	5	100
"963"	294.3400265	5	100
"964"	922.9305077	5	500
"965"	105.8182589	5	100
"966"	943.6260974	5	100
"967"	396.0649999	5	100
"968"	555.4538516	5	100
"969"	212.3719541	5	100
"970"	387.941782	5	100
"971"	628.1178175	5	100
"972"	770.5219565	5	100
"973"	835.2561843	5	100
"974"	742.7692867	5	500
"975"	619.8881946	5	500
"976"	1.413961211	5	100
"977"	4.406288829	5	100
"978"	979.0152828	5	100
"979"	886.648446	5	100
"980"	346.042858	5	100
"981"	255.8043285	5	100
"982"	915.3876838	5	500
"983"	708.7252546	5	500
"984"	878.8435493	5	100
"985"	943.2373888	5	100
"986"	800.2445106	5	100
"987"	383.3142916	5	100
"988"	117.25201	5	100
"989"	877.3715475	5	100
"990"	873.6445713	5	100
"991"	960.6030129	5	500
"992"	590.1817981	5	100
"993"	221.5204346	5	100
"994"	377.7443163	5	100
"995"	785.4587339	5	100
"996"	340.6101658	5	100
"997"	629.491719	5	500
"998"	456.0347943	5	100
"999"	485.7814529	5	100
"1000"	687.5837218	5	100
"1001"	722.4348823	5	100
"1002"	914.284946	5	100
"1003"	470.23168	5	100
"1004"	884.1562087	5	100
"1005"	790.13895	5	100
"1006"	694.3052437	5	100
"1007"	492.329177	5	100
"1008"	802.8005955	5	100
"1009"	846.8761912	5	100
"1010"	668.7613767	5	100
"1011"	719.6224984	5	100
"1012"	537.388213	5	500
"1013"	707.1878879	5	100
"1014"	111.9949851	5	100
"1015"	877.434464	5	100
"1016"	876.8035512	5	500
"1017"	710.1871603	5	500
"1018"	580.4052997	5	500
"1019"	167.3412772	5	100
"1020"	545.4445302	5	100
"1021"	224.764259	5	100
"1022"	782.7597605	5	100
"1023"	198.4750214	5	100
"1024"	505.484013	5	100
"1025"	600.9450434	5	100
"1026"	526.6144149	5	500
"1027"	706.9578592	5	500
"1028"	271.8435709	5	100
"1029"	507.6189181	5	500
"1030"	677.0376884	5	500
"1031"	225.0547906	5	100
"1032"	675.2726532	5	100
"1033"	687.1575343	5	100
"1034"	496.8491869	5	100
"1035"	615.5185936	5	500
"1036"	966.2782337	5	500
"1037"	546.1196028	5	100
"1038"	290.2008629	5	100
"1039"	279.1719692	5	100
"1040"	322.1253796	5	100
"1041"	153.8955594	5	100
"1042"	744.5401835	5	100
"1043"	765.293961	5	500
"1044"	617.3875225	5	100
"1045"	883.4260232	5	100
